"produto","numero_nf","quantidade","total"
"MOTO G5",106400,2.0,1358.0
"NOKIA ASHA 202",136850,1.0,700.0
"XTG SOUND",234300,2.0,640.0
"DESKTOP A5 HP",184140,1.0,1300.0
"RIO DE JANEIRO / NEW YORK",178260,4.0,10400.0
"JACKSON",237240,5.0,170.0
"SMART TV PANASONIC 32",6190,5.0,5495.0
"XTG RAD D3",129410,2.0,1400.0
"NOKIA ASHA 501",137910,4.0,2400.0
"TV LED 50 SONY",94550,2.0,6400.0
"MESA DE CENTRO",170370,4.0,2000.0
"GALAXY NOTE",154810,4.0,11600.0
"SONY I5",196990,3.0,5400.0
"XTG RAD D3",54360,3.0,2100.0
"O PATRÃO",47660,5.0,390.0
"LG OPTIMUS",28910,1.0,890.0
"FREEZER 300L BRASTEMP",58210,5.0,9000.0
"HD 2T SAMSUNG",121170,2.0,1100.0
"MEMORIA DDR 3 32GB",160520,5.0,1750.0
"XTG RAD D3",192790,3.0,2100.0
"LAVADORA LG 10L",74090,4.0,11200.0
"SMART TV PANASONIC 46",253600,4.0,12396.0
"CAVALEIRO DAS TREVAS",211110,3.0,330.0
"LG C397",176270,2.0,1000.0
"SMART TV PHILIPS 46",156880,3.0,9597.0
"RIO DE JANEIRO / LIMA",27180,1.0,1900.0
"RAIDER",136200,1.0,120.0
"CASOAS ANTIGOS",158110,3.0,111.0
"NOTEBOOK MSFT HIBR",32680,3.0,14400.0
"SMART TV PANASONIC 42",91020,4.0,8800.0
"MEMORIA DDR 3 4GB",218980,1.0,80.0
"SONY W200",43520,4.0,4400.0
"DESKTOP I3",105870,4.0,7200.0
"SAO PAULO / RECIFE",17530,5.0,1800.0
"SAMSUNG E1203",67800,5.0,2800.0
"SAO PAULO / MIAMI",85430,2.0,4600.0
"SOUTH PLACE",221940,3.0,294.0
"JUICER CCE",178720,3.0,1290.0
"SAMSUNG XY 4",50720,1.0,1200.0
"DRAGON BLAZER",201920,3.0,270.0
"NOTEBOOK SONY JK",37430,5.0,14000.0
"FANTASY STAR",234210,5.0,445.0
"MOCHILA NOTEBOOK 14 POL",135510,2.0,178.0
"SAO PAULO / LONDRINA",161440,4.0,1240.0
"DRAGON BLAZER",156570,2.0,180.0
"PHONE 5",18700,3.0,7500.0
"CASOAS ANTIGOS",179050,2.0,74.0
"PHONE 5",254110,2.0,5000.0
"HD 1T",51170,4.0,1160.0
"DESKTOP P5 ML",23610,4.0,5600.0
"GLADIADORES",195880,5.0,725.0
"DESKTOP A5 HP",122850,5.0,6500.0
"DESKTOP P5 HP",70920,2.0,2800.0
"RIO DE JANEIRO / RECIFE",214430,2.0,1120.0
"O SUPER-HERÓI",68480,4.0,180.0
"PENDRIVE 128",178220,2.0,292.0
"RAIDER",231480,3.0,360.0
"ESCOLINHA DO JUCA",72000,3.0,168.0
"CARTAO SD 128 GB SANDISK",156420,5.0,780.0
"CASTELVANIA",120920,1.0,120.0
"GRAVITACIONAL",122010,1.0,78.0
"O SUPER-HERÓI",186350,3.0,135.0
"ARMARIO COZINHA 6 PORTAS",186270,1.0,2500.0
"WINDOWS 2016 VISAO GERAL",110830,3.0,270.0
"COMBO TECLADO E MOUSE",130250,2.0,260.0
"MIXER WALLITA",213130,5.0,800.0
"TV 3D SONY 42",78360,5.0,15500.0
"WARIO",196190,3.0,435.0
"JACKSON",16850,4.0,136.0
"RACK TV MOGNO",107960,2.0,3000.0
"GLADIADORES",11410,4.0,580.0
"LAVA LOUCAS CCE",119250,2.0,7200.0
"ARMARIO COZINHA 6 PORTAS",238090,3.0,7500.0
"MEMORIA DDR 3 8GB",210890,3.0,270.0
"NOKIA ASHA 501",120890,5.0,3000.0
"BATEDEIRA BRASTEMP",214540,4.0,480.0
"DESKTOP A5 HP",153760,2.0,2600.0
"TECLADO WIRELESS MULTILASER",47850,2.0,240.0
"RIO DE JANEIRO / CAMPINAS",183840,1.0,250.0
"COMBO TECLADO E MOUSE",137990,1.0,310.0
"SONY I5",204440,2.0,3600.0
"COMBO TECLADO E MOUSE",254400,4.0,1240.0
"HOMEM DE AÇO",244720,1.0,45.0
"RIO DE JANEIRO / CAMPINAS",99310,3.0,750.0
"HOMEM DE AÇO",242710,3.0,135.0
"PENDRIVE 64",54020,2.0,160.0
"DIABO",142780,1.0,99.0
"CARREGADOR UNIVERSAL NOKIA",202520,3.0,300.0
"PENDRIVE 64 ML",157390,4.0,340.0
"FREEZER 300L BRASTEMP",229490,3.0,5400.0
"MOTOROLA TV",69860,4.0,3196.0
"TITANS",253910,4.0,392.0
"COMBO TECLADO E MOUSE",6800,5.0,650.0
"REVIVALS",111000,2.0,290.0
"IPOD NANO 16",157850,3.0,900.0
"MOUSE OPTICO",109800,1.0,89.0
"RACK TV MOGNO",115710,2.0,3000.0
"MENTES CRIMINOSAS",79550,1.0,210.0
"EXCHANGE 2014",31530,4.0,520.0
"COMBO TECLADO E MOUSE",90970,5.0,650.0
"TV LED 55 LG",22590,3.0,11700.0
"IPOD NANO 32",14210,1.0,450.0
"LAVADORA LG 10L",77620,3.0,8400.0
"SAO PAULO / LIMA",158830,2.0,3800.0
"IPAD 32",228770,4.0,7600.0
"SAO PAULO / ROMA",25720,1.0,2800.0
"BATEDEIRA BRASTEMP",82420,3.0,360.0
"SONY W200",239140,3.0,3300.0
"SMART TV PANASONIC 32",20410,4.0,4396.0
"SOCCER 2018",109600,3.0,435.0
"CASOAS ANTIGOS",33210,2.0,74.0
"SAO PAULO / SALVADOR",134950,4.0,1800.0
"DESKTOP P5 ML",79830,1.0,1400.0
"CARTAO SD 64 GB SAMSUNG",3910,3.0,234.0
"CARREGADOR TURBO CELULAR",53160,4.0,396.0
"DESKTOP A5 HP",203820,2.0,2600.0
"DESKTOP A5 HP",68730,1.0,1300.0
"MESA JANTAR 6 LUGARES",164300,4.0,10000.0
"COMBO TECLADO E MOUSE",201740,2.0,260.0
"XTG E1",172770,5.0,1500.0
"LAVA LOUCAS BRASTEMP",64640,2.0,7000.0
"COMBO TECLADO E MOUSE",39380,5.0,1550.0
"PHONE 4",53980,4.0,7600.0
"BATEDEIRA BRASTEMP",149730,3.0,360.0
"MOCHILA NOTEBOOK 17 POL",115010,5.0,695.0
"DIABO",28100,3.0,297.0
"NOTEBOOK SONY JK",69980,3.0,8400.0
"A CASA",7280,2.0,598.0
"GLADIADORES",135910,2.0,290.0
"XTG RAD D1",24240,3.0,2400.0
"NOTEBOOK MSFT TOUCH",39820,5.0,17500.0
"TV LED 55 LG",182780,2.0,7800.0
"NOTEBOOK ACER 15",62980,2.0,3000.0
"XTG E1",208720,1.0,300.0
"SMART TV PANASONIC 46",169840,4.0,12396.0
"PLAYSTATION 4",131250,5.0,9900.0
"TITANS",234280,3.0,294.0
"SAO PAULO / RECIFE",42850,4.0,1440.0
"TV LED 32 SONY",24300,3.0,3000.0
"NOTEBOOK SONY JK",190740,3.0,8400.0
"NOKIA QUARTY",242710,4.0,1200.0
"MOUSE OPTICO",161920,2.0,118.0
"RIO DE JANEIRO / LONDRINA",181880,3.0,1290.0
"COMBO TECLADO E MOUSE",20690,4.0,520.0
"RACK TV MOGNO",136220,5.0,7500.0
"SONY W500",81040,5.0,6000.0
"A CULPA É DAS ESTRELAS",120920,1.0,24.0
"RIO DE JANEIRO / CURITIBA",238900,2.0,900.0
"MEMORIA DDR 3 16GB",82300,2.0,280.0
"SAO PAULO / BELO HORIZONTE",230410,3.0,750.0
"GELADEIRA BRASTEMP",111420,1.0,3000.0
"NOKIA QUARTY",35590,5.0,1500.0
"MENTES CRIMINOSAS",250520,2.0,420.0
"LOAD RUNNER",178650,2.0,290.0
"IPAD MINI 16",107010,2.0,2400.0
"JUICER CCE",112630,1.0,430.0
"RIO DE JANEIRO / NEW YORK",179800,2.0,5200.0
"SAO PAULO / MIAMI",39870,4.0,9200.0
"TSQL TUNING",178990,1.0,90.0
"SAMSUNG E1203",23370,5.0,2800.0
"THIEF",15460,1.0,140.0
"JACKSON",236320,2.0,68.0
"MOTO G6",52420,4.0,3440.0
"NOTEBOOK MSFT HIBR",82310,4.0,19200.0
"LIQUIDIFICADOR ARNO",69820,3.0,261.0
"TV LED 42 CCE",143850,3.0,4800.0
"LAVADORA LG 10L",95820,1.0,2800.0
"HOME THEATER LG",114900,1.0,230.0
"MAFIA",253510,5.0,600.0
"A CASA",38290,3.0,897.0
"CRONICAS ANTIGAS",84750,2.0,378.0
"MOCHILA NOTEBOOK 14 POL",148790,5.0,445.0
"HUB SWITCH 6 PORTAS",238310,4.0,316.0
"ADVANCED AZURE",169860,5.0,350.0
"TV LED 42 CCE",39710,3.0,4800.0
"TV 3D PHILIPS 42",213830,3.0,11400.0
"PLACA DE SOM",188110,3.0,870.0
"HUB SWITCH 6 PORTAS",98720,1.0,79.0
"A VIDA SECRETA",226170,2.0,74.0
"TABLET 10 LENOVO",150820,2.0,1600.0
"TV LED 42 CCE",51910,1.0,1600.0
"O IMORTAL",205940,5.0,185.0
"SMART TV PANASONIC 46",115860,4.0,12396.0
"PANIFICADORA BRITANIA",51770,4.0,1000.0
"HD 2T",196730,4.0,2600.0
"NOTEBOOK MSFT HIBR",73670,3.0,14400.0
"NOKIA 549",11040,1.0,450.0
"JUICER WALLITA",49830,3.0,1350.0
"FABULA",55250,3.0,360.0
"SONY I5",6660,2.0,3600.0
"NOKIA 549",170630,5.0,2250.0
"A CULPA É DAS ESTRELAS",188270,5.0,120.0
"FAMILIA PARATTO",216300,5.0,670.0
"IPOD NANO 16",216410,4.0,1200.0
"ROTEADOR WIRELESS",113600,2.0,180.0
"PENDRIVE 128",74840,4.0,584.0
"ARMARIO COZINHA 6 PORTAS",208860,2.0,5000.0
"GLADIADORES",40060,2.0,290.0
"FAMILIA PARATTO",116250,4.0,536.0
"RIO DE JANEIRO / CAMPINAS",24060,4.0,1000.0
"NOTEBOOK LN 15",11420,3.0,4500.0
"SAMSUNG XY 3",222040,5.0,4000.0
"A VIDA SECRETA",217370,3.0,111.0
"MOTO G6",143060,3.0,2580.0
"PENDRIVE 32 MULTILASER",117750,4.0,200.0
"CENTRIFUGA ARNO",207520,5.0,14000.0
"FUTEBOL 2018",30990,3.0,435.0
"TV LED 60 SONY",125700,2.0,7800.0
"MP4 32 GB SONY",62710,3.0,720.0
"FANTASY STAR",3590,4.0,356.0
"HOME THEATER LG",27160,2.0,460.0
"NOKIA QUARTY",95380,4.0,1200.0
"SAO PAULO / CURITIBA",37870,5.0,1500.0
"TITANS",13200,3.0,294.0
"SAO PAULO / RIO DE JANEIRO",173880,4.0,920.0
"SAO PAULO / GOIANIA",51850,1.0,400.0
"LAVADORA LG 10L",40710,2.0,5600.0
"PENDRIVE 128",62450,5.0,730.0
"SQL SERVER 2016",84140,3.0,90.0
"PENDRIVE 64 ML",251190,3.0,255.0
"PLACA DE SOM",104210,2.0,580.0
"SAO PAULO / RECIFE",121420,4.0,1440.0
"PENDRIVE 64 ML",106900,1.0,85.0
"PENDRIVE 64",46370,4.0,320.0
"SAO PAULO / BELO HORIZONTE",164240,4.0,1000.0
"MESA JANTAR 6 LUGARES",147020,4.0,10000.0
"RACK TV MOGNO",173730,3.0,4500.0
"DESKTOP A5 ML",144980,4.0,5200.0
"SOCCER 2018",42200,3.0,435.0
"LAVA LOUCAS CCE",31030,2.0,7200.0
"MP4 32 GB SONY",17340,3.0,720.0
"DESKTOP 17",183000,2.0,4600.0
"UM CASO PERDIDO",82870,3.0,168.0
"LG OPTIMUS",254810,3.0,2670.0
"CASOAS ANTIGOS",117290,3.0,111.0
"SAO PAULO / SALVADOR",233770,2.0,900.0
"NOTEBOOK HP C-34",56650,2.0,4600.0
"TABLET 7 LENOVO",149590,5.0,3000.0
"CARTAO SD 64 GB SAMSUNG",55350,3.0,234.0
"A TEORIA",127190,2.0,396.0
"CARREGADOR UNIVERSAL NOKIA",119230,3.0,300.0
"MENTES CRIMINOSAS",191260,3.0,630.0
"TV LED 42 LG",141360,3.0,6000.0
"REVIVALS",158690,3.0,435.0
"NOKIA 549",152430,2.0,900.0
"TV LED 32 LG",243650,4.0,4400.0
"PLAYSTATION 4",235760,2.0,3960.0
"TV LED 55 LG",106520,2.0,7800.0
"HD 3T SAMSUNG",48060,3.0,2100.0
"PODEROSO CHEFE",173320,4.0,392.0
"XTG SOUND",234220,2.0,640.0
"TV 3D PHILIPS 42",242630,3.0,11400.0
"MOTO G5",122130,3.0,2037.0
"SONY W100",42920,1.0,980.0
"MAFIA",95700,4.0,480.0
"TABLET 7 LENOVO",30770,3.0,1800.0
"NOTEBOOK LN 17",120970,4.0,8400.0
"JOGOS VORAZES",174000,3.0,135.0
"NOTEBOOK MSFT HIBR",205270,4.0,19200.0
"EXCHANGE 2014",193780,4.0,520.0
"REVELADOS",228440,2.0,96.0
"PLACA DE SOM",20410,1.0,290.0
"PENDRIVE 256",182350,2.0,480.0
"PENDRIVE 32 MULTILASER",175270,3.0,150.0
"TV LED 42 SONY",139400,4.0,8000.0
"MOUSE OPTICO",59560,1.0,89.0
"HOME THEATER PANASONIC",178190,4.0,980.0
"NOTEBOOK SONY JK",6760,2.0,5600.0
"TABLET 10 LENOVO",108670,5.0,4000.0
"NOTEBOOK ACER 17",141540,3.0,6300.0
"COMBO TECLADO E MOUSE",2100,4.0,520.0
"MESA 4 LUGARES",122380,1.0,1000.0
"TV LED 50 SAMSUNG",203140,3.0,9900.0
"XTG SOUND",222450,2.0,640.0
"NOKIA ASHA 501",88940,4.0,2400.0
"TV LED 42 LG",181150,4.0,8000.0
"SAO PAULO / BUENOS AIRES",240010,3.0,3270.0
"SAO PAULO / LIMA",109160,4.0,7600.0
"RIO DE JANEIRO / PARIS",118070,3.0,6900.0
"A TEORIA",221950,3.0,594.0
"FUTEBOL 2018",200480,2.0,290.0
"PLACA DE SOM",192570,2.0,580.0
"LAVA LOUCAS BRASTEMP",212490,1.0,3500.0
"NOTEBOOK HP ONE",248570,4.0,7480.0
"IPAD 32",131190,4.0,7600.0
"NOTEBOOK ACER 17",155780,3.0,6300.0
"HD 1T",182870,4.0,1160.0
"REVIVALS",143120,2.0,290.0
"FAMILIA PARATTO",14250,3.0,402.0
"TV LED 60 SONY",58060,3.0,11700.0
"HOMEM DE AÇO",40340,5.0,225.0
"NOKIA ASHA 202",156230,3.0,2100.0
"SMART TV PHILIPS 46",72380,2.0,6398.0
"SAO PAULO / RIO DE JANEIRO",87640,3.0,690.0
"MOCHILA NOTEBOOK 17 POL",62340,4.0,556.0
"TV LED 42 LG",181170,5.0,10000.0
"SAMSUNG DUOS",70680,1.0,1100.0
"MIXER BRITANIA",173680,1.0,90.0
"DRAGON BLAZER",104810,3.0,270.0
"XTG RAD D1",126240,2.0,1600.0
"CENTRIFUGA ARNO",217220,4.0,11200.0
"C# PRATICO",32090,4.0,240.0
"CARTAO SD 32 GB SANDISK",41030,2.0,64.0
"LIQUIDIFICADOR WALLITA",213460,4.0,360.0
"NOTEBOOK HP INOVE",238260,4.0,13200.0
"SQL SERVER 2016",123870,2.0,60.0
"RIO DE JANEIRO / CAMPINAS",181320,2.0,500.0
"EXCHANGE 2014",156540,2.0,260.0
"DEVILCRY",131790,1.0,120.0
"IPAD MINI 16",20050,3.0,3600.0
"RACK TV MOGNO",196270,2.0,3000.0
"HD 2T SAMSUNG",149590,4.0,2200.0
"MOTO G5",176250,2.0,1358.0
"DESKTOP P5 ML",124730,3.0,4200.0
"WARIO",230560,3.0,435.0
"SAO PAULO / RIO DE JANEIRO",152130,4.0,920.0
"LAVADORA LG 10L",41210,4.0,11200.0
"RIO DE JANEIRO / PARIS",82790,4.0,9200.0
"FAMILIA PARATTO",121600,3.0,402.0
"SMART TV PHILIPS 46",58130,5.0,15995.0
"DESKTOP 17",2350,2.0,4600.0
"DIABO",79560,4.0,396.0
"HD 3T",236270,2.0,1520.0
"PENDRIVE 128 CROSSAIR",214140,4.0,548.0
"SQL SERVER 2016",34070,3.0,90.0
"DESKTOP P5 ML",145060,3.0,4200.0
"DESKTOP P5 ML",53960,4.0,5600.0
"TV LED 42 CCE",180330,5.0,8000.0
"TV LED 32 SONY",31330,3.0,3000.0
"LEITOR DE CARTOES MULTILASER",68550,1.0,24.0
"TSQL TUNING",243090,4.0,360.0
"MOCHILA NOTEBOOK 14 POL",188040,4.0,356.0
"REVELADOS",213270,4.0,192.0
"TABLET 7 LENOVO",184020,2.0,1200.0
"RAIDER",80550,2.0,240.0
"DINOSSAUROS",228180,5.0,200.0
"CARTAO SD 128 GB SANDISK",194400,3.0,468.0
"TV LED 50 SONY",140550,4.0,12800.0
"NOTEBOOK HP ONE",49650,2.0,3740.0
"SAO PAULO / SALVADOR",91060,3.0,1350.0
"PLAYSTATION 4",1420,5.0,9900.0
"PHONE 4",13760,2.0,3800.0
"HD 3T",253820,4.0,3040.0
"IPAD 32",106360,3.0,5700.0
"ADAPTADOR WIRELESS",42000,3.0,267.0
"PHONE 5",55520,1.0,2500.0
"TECLADO WIRELESS",27570,4.0,356.0
"CAMA SOLTEIRO",223990,4.0,2400.0
"GALAXY TAB 10",25510,5.0,11500.0
"CARTAO SD 128 GB SANDISK",50040,4.0,624.0
"SMART TV SAMSUNG 52",98570,2.0,8600.0
"TV LED 42 SONY",247390,3.0,6000.0
"SONY W100",169430,2.0,1960.0
"MAFIA",154520,2.0,240.0
"TV LED 42 CCE",171820,4.0,6400.0
"TSQL TUNING",188690,5.0,450.0
"ARMARIO COZINHA 6 PORTAS",6850,4.0,10000.0
"CASTELVANIA",140550,4.0,480.0
"TV LED 42 SONY",224990,5.0,10000.0
"MESA 4 LUGARES",144760,5.0,5000.0
"TV LED 60 SAMSUNG",96790,4.0,15200.0
"RIO DE JANEIRO / MIAMI",44170,2.0,3800.0
"TV LED 42 SAMSUNG",96140,4.0,8800.0
"MOTO G6",54050,3.0,2580.0
"PENDRIVE 32 MULTILASER",219050,4.0,200.0
"PENDRIVE 256",14500,2.0,480.0
"SAO PAULO / SALVADOR",56710,2.0,900.0
"JUICER CCE",171910,2.0,860.0
"ROTEADOR WIRELESS",230770,3.0,270.0
"HD 1T",187180,2.0,580.0
"SMART TV PANASONIC 46",69040,4.0,12396.0
"TV LED 60 SONY",233620,2.0,7800.0
"O IMORTAL",205170,4.0,148.0
"IPAD 32",214570,2.0,3800.0
"HD 3T SAMSUNG",217370,2.0,1400.0
"CASOAS ANTIGOS",9690,2.0,74.0
"PODEROSO CHEFE",224830,4.0,392.0
"MOCHILA NOTEBOOK 14 POL",104470,3.0,267.0
"MOTO Z PLAY 3",169510,4.0,4600.0
"SAMSUNG XY 3",95590,4.0,3200.0
"MESA 4 LUGARES",165890,4.0,4000.0
"BARCO DE PEDRA",18280,3.0,111.0
"VINGANÇA",232010,2.0,90.0
"SOCCER 2018",128480,1.0,145.0
"NOTEBOOK SONY 3D",160810,1.0,2500.0
"TV LED 42 CCE",42810,2.0,3200.0
"TV LED 50 SONY",142770,2.0,6400.0
"PHONE 4",159880,4.0,7600.0
"LIQUIDIFICADOR ARNO",148390,4.0,348.0
"RAIDER",160620,2.0,240.0
"FAMILIA PARATTO",54090,3.0,402.0
"CONJUNTO DE SOFA",201940,3.0,10500.0
"ADVANCED AZURE",67230,4.0,280.0
"TV LED 32 SAMSUNG",20370,1.0,1210.0
"TABLET 10 LENOVO",60970,3.0,2400.0
"XTG E1",101790,3.0,900.0
"DESKTOP A5 PH",150520,2.0,2600.0
"LAVADORA LG 10L",87430,2.0,5600.0
"BARCO DE PEDRA",170630,4.0,148.0
"GALAXY TAB 10",228200,5.0,11500.0
"DESKTOP A5 HP",156030,4.0,5200.0
"DREAMC VGA",183220,3.0,450.0
"GALAXY TAB 10",12000,2.0,4600.0
"NOTEBOOK ACER 15",183280,2.0,3000.0
"SOUTH PLACE",60870,4.0,392.0
"TV LED 32 SONY",57150,5.0,5000.0
"MOCHILA NOTEBOOK 17 POL",161850,2.0,278.0
"PHONE 4",2820,4.0,7600.0
"RIO DE JANEIRO / PARIS",120680,3.0,6900.0
"MEMORIA DDR 3 4GB",226360,3.0,240.0
"GALAXY TAB 10",219210,2.0,4600.0
"CARTAO SD 128 GB SANDISK",114120,4.0,624.0
"MOTO G5",77220,4.0,2716.0
"MOUSE OPTICO",166170,2.0,118.0
"A CULPA É DAS ESTRELAS",126890,4.0,96.0
"CAMA SOLTEIRO",219990,3.0,1800.0
"RAIDER",172320,3.0,360.0
"THIEF",194310,2.0,280.0
"LAVADORA LG 10L",84730,1.0,2800.0
"TV LED 32 SONY",155680,3.0,3000.0
"TV LED 60 SAMSUNG",17790,3.0,11400.0
"MOCHILA NOTEBOOK 14 POL",186260,4.0,356.0
"CONJUNTO DE SOFA",25330,1.0,3500.0
"O PEQUENO",66110,3.0,129.0
"TITANS",226310,3.0,294.0
"JACKSON",241470,3.0,102.0
"XTG RAD D3",201610,3.0,2100.0
"LAVADORA GANCA 10L",17240,4.0,21600.0
"PENDRIVE 16",77110,4.0,120.0
"LEITOR DE CARTOES",81870,2.0,68.0
"PANIFICADORA BRITANIA",90640,1.0,250.0
"FABULA",154920,5.0,600.0
"NOTEBOOK HP ONE",251080,4.0,7480.0
"DIABO",134930,3.0,297.0
"A CASA",41760,3.0,897.0
"LIQUIDIFICADOR ARNO",53860,3.0,261.0
"TSQL TUNING",223390,4.0,360.0
"DESKTOP I3",69360,2.0,3600.0
"A TEORIA",142060,3.0,594.0
"CARTAO SD 128 GB SANDISK",57670,4.0,624.0
"AS CRÔNICAS DE ANDROMEDA",94280,2.0,138.0
"LAVADORA LG 10L",5350,5.0,14000.0
"MEMORIA DDR 3 16GB",111180,5.0,700.0
"SAO PAULO / SALVADOR",151900,2.0,900.0
"CARREGADOR TURBO CELULAR",219630,4.0,396.0
"NOTEBOOK SONY 3D",14080,2.0,5000.0
"SAO PAULO / MIAMI",228710,4.0,9200.0
"SAMSUNG XY 3",209100,4.0,3200.0
"ROTEADOR 18 PORTAS",128590,5.0,1500.0
"GELADEIRA BRASTEMP",131660,3.0,9000.0
"LG OPTIMUS",100100,4.0,3560.0
"RIO DE JANEIRO / MADRID",120030,1.0,1800.0
"JUICER ARNO",36770,3.0,1350.0
"DESKTOP A5 HP",246590,3.0,3900.0
"SAO PAULO / ROMA",189400,3.0,8400.0
"DEVILCRY",222660,3.0,360.0
"DESKTOP P5 HP",126540,3.0,4200.0
"DIABO",99940,2.0,198.0
"LEITOR DE CARTOES MULTILASER",172430,3.0,72.0
"LG C397",121990,2.0,1000.0
"CASTELVANIA",43590,2.0,240.0
"RIO DE JANEIRO / NEW YORK",22020,4.0,10400.0
"TV LED 60 SAMSUNG",70920,2.0,7600.0
"IPAD 32",160010,1.0,1900.0
"AS CRÔNICAS DE ANDROMEDA",78740,5.0,345.0
"COMBO TECLADO E MOUSE",98180,1.0,310.0
"DIÁRIO ROMÂNTICO",161390,2.0,352.0
"TV LED 60 SONY",90720,2.0,7800.0
"RAIDER",144580,2.0,240.0
"NOTEBOOK MSFT 17",6510,3.0,9300.0
"O PATRÃO",190040,4.0,312.0
"A CASA",30210,1.0,299.0
"CHAPA A GAS GANCA",240340,1.0,1800.0
"SAO PAULO / BELO HORIZONTE",223620,2.0,500.0
"MEMORIA DDR 3 16GB",227140,1.0,140.0
"JUST DANCE",182540,3.0,297.0
"CARTAO SD 128 GB SANDISK",3060,1.0,156.0
"FUTEBOL 2018",213470,2.0,290.0
"NOTEBOOK HP C-34",216300,3.0,6900.0
"ADVANCED AZURE",107110,3.0,210.0
"CHAPA A GAS GANCA",91100,3.0,5400.0
"NOTEBOOK MSFT TOUCH",189480,2.0,7000.0
"HD 3T",185920,5.0,3800.0
"MOTO Z PLAY 3",31090,2.0,2300.0
"TITANS",182370,2.0,196.0
"SAO PAULO / BELO HORIZONTE",213630,1.0,250.0
"NOTEBOOK SONY AWS",223110,3.0,8250.0
"DREAMC QUARTY",18760,3.0,540.0
"MESA DE CENTRO",23870,3.0,1500.0
"PENDRIVE 128",183010,4.0,584.0
"MEMORIA DDR 3 4GB",74870,1.0,80.0
"SAO PAULO / RECIFE",128950,2.0,720.0
"MENTES CRIMINOSAS",88790,4.0,840.0
"SAO PAULO / MIAMI",123600,3.0,6900.0
"CARREGADOR UNIVERSAL NOKIA",193670,2.0,200.0
"O SUPER-HERÓI",124750,3.0,135.0
"TITANS",34050,3.0,294.0
"RIO DE JANEIRO / MADRID",73710,4.0,7200.0
"THIEF",47660,1.0,140.0
"A VIDA SECRETA",6430,5.0,185.0
"TV LED 60 SONY",234040,1.0,3900.0
"SONY I5",78650,1.0,1800.0
"GRAVITACIONAL",199600,2.0,156.0
"JUST DANCE",8940,3.0,297.0
"SMART TV PANASONIC 42",60310,4.0,8800.0
"CARTOON MOVIE",68480,1.0,99.0
"GRAVITACIONAL",59890,2.0,156.0
"SAO PAULO / MIAMI",195990,2.0,4600.0
"MICROONDAS BRASTEMP",88370,2.0,1200.0
"CARREGADOR UNIVERSAL NOKIA",47270,1.0,100.0
"JOGOS VORAZES",249340,1.0,45.0
"DIÁRIO ROMÂNTICO",15750,5.0,880.0
"RIO DE JANEIRO / LONDRINA",125470,5.0,2150.0
"CARTAO SD 32 GB SANDISK",12710,2.0,64.0
"DESKTOP P5 HP",103700,2.0,2800.0
"XTG RAD D3",115770,3.0,2100.0
"VINGANÇA",245140,3.0,135.0
"TV 3D SONY 42",65400,2.0,6200.0
"HOME THEATER LG",132890,3.0,690.0
"HD 3T",162130,2.0,1520.0
"MOCHILA NOTEBOOK 17 POL",170790,4.0,556.0
"LAVADORA LG 10L",66970,2.0,5600.0
"JOGOS MALÉFICOS",118240,5.0,190.0
"A TEORIA",17630,3.0,594.0
"A TEORIA",120720,3.0,594.0
"LIQUIDIFICADOR WALLITA",120430,3.0,270.0
"CAMA SOLTEIRO",49340,3.0,1800.0
"XTG SOUND",215610,2.0,640.0
"DESKTOP 17",57860,4.0,9200.0
"ADVANCED AZURE",119370,4.0,280.0
"HD 2T",171930,2.0,1300.0
"DREAMC VGA",236200,2.0,300.0
"SAO PAULO / BUENOS AIRES",95770,4.0,4360.0
"SOUTH PLACE",2980,3.0,294.0
"COMBO TECLADO E MOUSE",226200,5.0,1550.0
"TV LED 32 SONY",118790,2.0,2000.0
"VINGANÇA",18770,3.0,135.0
"HD 1T",174650,3.0,870.0
"SOUTH PLACE",23650,1.0,98.0
"NOTEBOOK ACER 15",180280,5.0,7500.0
"RIO DE JANEIRO / NEW YORK",170430,4.0,10400.0
"XTG SOUND",144990,2.0,640.0
"ROTEADOR WIRELESS",182550,3.0,270.0
"XTG RAD D1",52620,4.0,3200.0
"GRAVITACIONAL",30740,1.0,78.0
"NOTEBOOK MSFT HIBR",126880,3.0,14400.0
"MOTO Z PLAY 3",33180,5.0,5750.0
"RACK TV MOGNO",175280,4.0,6000.0
"ROTEADOR 18 PORTAS",118060,2.0,600.0
"SMART TV PANASONIC 46",186780,5.0,15495.0
"MEMORIA DDR 3 32GB",139110,2.0,700.0
"NOTEBOOK ACER 17",164550,4.0,8400.0
"GLADIADORES",216200,4.0,580.0
"CAMA CASAL",214890,1.0,1000.0
"SOUTH PLACE",70050,2.0,196.0
"HD 1T",241650,3.0,870.0
"CAMA SOLTEIRO",153620,2.0,1200.0
"PENDRIVE 32 MULTILASER",41760,2.0,100.0
"RIO DE JANEIRO / CAMPINAS",129780,4.0,1000.0
"TV LED 32 LG",1000,2.0,2200.0
"CARTAO SD 64 GB SAMSUNG",207740,4.0,312.0
"TV LED 32 LG",39920,1.0,1100.0
"LAVADORA GANCA 10L",2390,3.0,16200.0
"CAMA SOLTEIRO",77000,4.0,2400.0
"SAO PAULO / RECIFE",142950,1.0,360.0
"SAMSUNG XY 4",226590,4.0,4800.0
"NOTEBOOK MSFT TOUCH",209300,4.0,14000.0
