"nome","razao_social"
"CARLOS ANDRE DA PAZ ALVES RODRIGUES","CORSA BIKE PARTS COMERCIO, IMPORTACAO E SERVICOS LTDA"
"THIAGO SABOYA PIRES DE CASTRO","CPAPS IMPORTAÇÃO COMERCIO DE EQUIPAMENTOS MÉDICOS LTDA"
"LUIS TORRES DE MELO FILHO","CRISTAL MAKE E ACESSORIOS LTDA"
"ISMAYLE DE SOUSA SANTOS","BISCOITOS BRIEJER CONFEITARIA LTDA"
"VERA TELMA ALVES DE FREITAS","BONATTO & BONATTO ADVOGADOS ASSOCIADOS"
"ANANDA EMILLY DO NASCIMENTO SOARES","D A K D SERVICOS HOTELEIROS LTDA ME"
"LIBIANA MAIA RODRIGUES","BRUMEN-CONFECCAO, IMPORTACAO E EXPORTACAO LTDA"
"JAIRO LINHARES MONTEIRO JUNIOR","CRIS TEXTIL COMERCIO DE TECIDO LTDA - EPP"
"LUCAS RODRIGUES DE SOUZA","C M S MAGALHAES ME"
"MARIANA DA SILVA AZEVEDO","DANIELLE ARAUJO BARROS"
"BRUNA WANIELLY FEITOSA DE SÁ","CHARLLENE SABINO CUSTODIO"
"MARIA ERINALDA RODRIGUES CAMELO","CHURRASCARIA E LANCHONETE SKINA DO BAIAO I LTDA"
"NATUCHA SILVA SAMPAIO SOUSA","CICERA CUNHA DE OLIVEIRA AMARAL - ME"
"THOMAS BRENO DE FREITAS","DISTRIBUIDORA FREIRE CONSTRUCOES LTDA"
"RAIMUNDA PAULA PINHEIRO DE MEDEIROS","DISTRIBUIDORA O TOINHO DE MOVEIS E ELETRO LTDA"
"NATALIA SILVA MAGALHAES","E & M HIPER SUPERMERCADO LTDA"
"KLEAN JUCA DA SILVA","E. M. E ELETRODOMESTICOS LTDA ME"
"DOMINGOS CARNEIRO DA SILVA","EMMANUEL RICARTE MARTINS"
"JOSE FERNANDO DE LIMA","CLAUDIA VASCONCELOS SOUSA ME"
"ALYSSON JONES DOS SANTOS PEREIRA","EDNA G LACERDA ME"
"JONAS DE SOUSA ROCHA","ELIANE F. DA COSTA SOUSA ME"
"EDILSON GOMES DE CASTRO NETO","F ANDRADE DE OLIVEIRA ME"
"ANNA KELLY BARBOSA DA SILVA","F. DE ALMEIDA MORAES ROGERIO MICROEMPRESA"
"SAMUEL ELOHIM CONRADO MAIA","DEPARTAMENTO MUNICIPAL DE TRANSITO E TRANSPORTE - DEMUTRAN"
"SÉRGIO RICARDO MENDES DE SOUSA E SILVA","FELIPE G GUTIERREZ"
"PEDRO HENRIQUE DA SILVA MOREIRA","EMPORIO ORIENTAL DE VARIEDADES LTDA - ME"
"ANTONIA SAMILE FERREIRA DO NASCIMENTO","DAFONTE VEICULOS LTDA"
"EDILEUZA DA SILVA SANTOS","FRANCISCO C. M. NETO LTDA"
"ELVIS PEREIRA FELICIANO","FRANCISCO E LIMA ARTIGOS DE ARMARINHO LTDA"
"CLEBIANA MOREIRA DA SILVA","FRANCISCO EDILAILSON MARTINS PONTES ME"
"JORGE LUIZ DE CARVALHO SILVA","DIDI TRANSPORTES LTDA ME"
"FERNANDO NORBERTO DA SILVA","ELVIA DE ARAUJO RODRIGUES ME"
"CARLOS EDUARDO VASCONCELOS DE SOUSA","FRANCISCA ERANDI DE FREITAS MENDES ME"
"FRANCISCO LAIO VIANA HENRIQUE","FABIANO ANTONIO GIELAND ME"
"ARIRAH NASCIMENTO DA COSTA","GTX ENGENHARIA LTDA"
"TAYANE FREITAS MATOS","HARMONIA MUSICAL LTDA"
"ELISANGELA ALVES DA SILV A","HBR AVIACAO S.A"
"MIRÉIA RODRIGUES DA SILVA","HORFRAN COMERCIAL ELETRO MOVEIS LTDA"
"MARIA EMÍLIA BARBOSA DE ALENCAR","HOSPITAL DE OLHOS VISAO MASTER LTDA"
"FRANCISCA LEIDA DA SILVA PAULA","I B DE ARAUJO LUCENA"
"FREDERICO AUGUSTO COSTA","IB TECNOLOGIA E SISTEMAS LTDA"
"SALOMAO MARTINS","INDUSTRIA E COMERCIO DE CONFECCOES LA MODA LTDA"
"FRANCISCO ICARO ANGELO LEITE","VAGNER RODRIGUES DOS SANTOS JUNIOR"
"LUANA TELES DO NASCIMENTO","J G N DA SILVA SUPLEMENTOS LTDA"
"KARYNE SOUSA BARBOSA","J JONAS DA CUNHA ME"
"LUAN MARTINS BRITO","J. M. GOUVEIA ADEODATO ME"
"MARIA IOLANDA PRATA DE CASTRO","ISAU MACIEL BRITO NETO ME"
"CRISTIANE GONÇALVES PEREIRA","FRANCISCO JAMESON SOUSA DE MORAIS"
"SAMARA REIS SOUZA","FRANCISCO JOSE ALVES LINHARES ME"
"SARAH DAYANNE DE LIMA SANTOS","GETULIO LUCIANO RIBEIRO DE MIRANDA"
"WESLEY BRAGA BARBOSA","FRANCISCO RAFAEL VAZ DA SILVA EIRELI"
"JOAO LUCAS SA DA COSTA","K DE JESUS CARNEIRO"
"JOSÉ GLAUCIANO SOUSA LIMA","KARIRIS AMBIENTAL"
"RAYSSA YASMINY SAMPAIO DE LIMA","KION SOUTH AMERICA FABRICACAO DE EQUIPAMENTOS PARA ARMAZENAGEM LTDA"
"ARMANDO RODRIGUES GADELHA MOREIRA","L F LEITE NETO ME"
"MARIA AMANDA DE SOUSA BRAGA","LIN LIN CAPINHAS - ME"
"MARIA MORGANA DA SILVA SANTOS","LINDIMAIS INDUSTRIA E COMERCIO DE CONFECCAO LTDA"
"CAMILA ALEXANDRE NOBRE","LMS SERVICOS DE COMUNICACAO EIRELI ME"
"AGDA PINTO DA SILVA","LOPES LOGISTICA LTDA / ANDREA LIMA DA SILVA COLIS"
"MAX WEL BATISTA RODRIGUES","I L COMERCIO DE VARIEDADES DO LAR LTDA"
"RONALDO DE SOUSA NASCIMENTO","INDUSTRIA DE MOVEIS NESHER"
"EVERTON JUNIOR DA SILVA MARQUES","LEONIDAS ROSENDO DA SILVA & CIA LTDA"
"JULIENE LUDUVINO DE ARAUJO","LS COMERCIO DE CALCADOS EIRELI"
"JARDEL SANTIAGO GADELHA","LUBCARE REPRESENTACOES E COMERCIO LTDA ME"
"KARLA PAIVA PINHEIRO","ISA BRASIL DA SILVA"
"LUIS ARTHUR BRASIL GADE","LUXE MAISON COMERCIO DE PRODUTOS DE PERFUMARIA LTDA"
"LUIS CLENIO JARIO MOREIRA","IZABEL RAMALHO DE FARIAS - ME"
"ANDERSON GOMES DE SOUSA","JANCIANA GUILHERME FERNANDES - ME"
"MAX DELANO DAMASCENO DE SOUZA","JANI CEZAR PEREIRA"
"COSMA PONTES DA SILVA","MADEIREIRA RAMOS LTDA"
"MARIA DAS GRAÇAS FEITOSA VENANCIO","JMX SOLUCOES EM LED EIRELI"
"PABLO RAMON MELO DA SILVA","JOSE AIRTON ROLIM DE QUEIROZ - ME"
"THIAGO WELLINGTON OLIVEIRA IZIDIO","K.P INDUSTRIA E COMERCIO DE CONFECCOES LTDA"
"JOSÉ FACUNDO BARBOSA","MEDIPEG-COM E SER DE PROD ODON-MED HOSP E LAB LTDA-ME"
"ROSA MARIA LIMA DE SOUSA","MENEZES CONFECCOES LTDA"
"BENEDITA DE SOUSA GOMES","MERCADINHO LOURO LTDA"
"ALDEMIR DOS SANTOS FELIX","META LOCAÇÕES DE VEÍCULOS LTDA"
"ANDRE ROBERTO NUNES SARMENTO","MINERAGUA FABRICAÇÃO DE ÁGUAS ENVAZADAS"
"FLAVIANA RODRIGUES SILVA","MM COMERCIO VAREJISTA DE CALCADOS LTDA"
"JEFFERSON DE FREITAS BERTOLDO","MARCIA COSTA P MARQUES - ME"
"MARCEL GUILHERME DA SILVA DANTAS DE OLIVEIRA","NOME EMPRESARIAL  JOSE CAVALCANTE CASSUNDE"
"LUIGI GABRIEL DE OLIVEIRA PUNTORIERI","NEW PLASTIC IND. E COM. DE PLASTICOS LTDA"
"LANA BARBOSA DE MELO","NEWCOM COMERCIALIZADORA DE ENERGIA ELÉTRICA LTDA"
"LISLAINE CRISTINA CARDOSO","JOECILAN NIZEUDA DE OLIVEIRA - EPP"
"NAYANE FEITOZA BRITO","NOVA EVEREST SUP. IND. EIRELI"
"GUSTAVO CESAR DE MENEZES","NS IMPORTAÇÃO E COMÉRCIO EIRELI"
"SANANDREA NASCIMENTO LOPES","OMETTO & CIA EQUIPAMENTOS DE RADIOPROTECAO E INSPECAO LTDA"
"FERNANDO SILVA DA PAZ","OMNI S/A CREDITO FINANCIAMENTO E INVESTIMENTO"
"ANTONY PEDRO GALDINO DO NASCIMENTO","ORDC SERVIÇOS DE SAÚDE SS LTDA"
"FRANCISCO CALIXTO DE OLIVEIRA NETO","PARTNERS COMUNICACAO INTEGRADA LTDA"
"FRANCISCO ANDRÉ COSTA NOBRE","REGINA CLAUDIA VIEIRA DE OLIVEIRA LEITE"
"NATANAEL GARCIA TEIXEIRA","MUNICIPIO DE BATATAIS"
"JOÃO PEDRO DA SILVA DANTAS","MUNICIPIO DE GUARAREMA"
"KALIL LOBO NETTO","RYAN COMERCIO DE CONFECÇÕES E ELETRODOMÉSTICOS LTDA ME"
"RENAN BRAZ PARENTE","SERGIO XIMENES SOCIEDADE INDIVIDUAL DE ADVOCACIA"
"ELIMARA DA PONTE VIEIRA","SEVERINO ALMEIDA CHAVES ME"
"TATIANA MEDEIROS RODRIGUES","SAGE COSMÉTICOS MA LTDA"
"GESLANIA NOGUEIRA BARBOSA","SIGGA TRANSPORTES LTDA."
"AQUILA ELIANO VERISSIMO FIDALGO DA SILVA","MARIA NATALIA DE SOUSA UCHOA COSTA ME"
"EDNIR DUARTE DO NASCIMENTO","SM SAUDE E IMAGEM LTDA"
"JUCILIANE DE ARAÚJO OLIVEIRA","SU & SU COMERCIO DE VARIEDADES LTDA"
"MARIANA ALVES ARAÚJO","SUERLY FARIAS DE FREITAS"
"SAMARA KESSIA MARTINS SANTOS LOURENÇO","SUPER MERCADINHO ECONOMICO COMERCI"
"TIAGO DE OLIVEIRA SILVA","SUPERMERCADO MAGALHAES LTDA"
"EDISIO JATI CAVALCANTE NETO","T E C TREINAMENTO CONSULTORIA E COMERCIAL LTDA"
"LIDIAMARA ARAÚJO RIBEIRO","TOROID DO BRASIL IND E COM DE TRANSFORMADORES LTDA"
"CARLOS HENRIQUE OLIVEIRA QUIRINO","TORRES SILVEIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA"
"CLEILTON DE SOUSA BARROS","TRANSBEN TRANSPORTES LTDA"
"CLAUDIO REGINO BASTOS LIMA","TRANSPORTADORAS DE CARGAS RODOPASSOS LTDA"
"RAYANNE CARNEIRO TORRES DE NOVAES","TRANSTASSI LTDA"
"PATRICIANA DA SILVA SALES","TRANSUICA LOCACAO E PRESTACAO DE SERVICOS LTDA."
"ANTONIO MAURICIO DOS SANTOS DUARTE","CARLOS GARDEL RICARTE NOGUEIRA"
"NATHANAEL DE SOUZA MACIEL","CARLOS GUILHERME S.S. LIMA & CIA LTDA - EPP"
"EDER MACHADO LIMA","ARP RESGATE COMERCIO DE EQUIPAMENTOS DE SEGURANCA EIRELI"
"LEONARDO CARNEIRO DO NASCIMENTO","MONTEIRO E LANDIM ADMINISTRAÇÃO DE HÓTEIS LTDA."
"NATALIA COUTINHO COSTA","MORRIS A DE ALCANTARA MICROEMPRESA"
"VINICIUS ANDERSON DE QUEIROZ FREIRE","VALERIA CINTIA DA SILVA NOGUEIRA LTDA - ME"
"GERSON JACKSON TRAJANO DE OLIVEIRA","MEDSEG DISTRIBUIDORA DE MEDICAMENTOS EIRELI"
"MARIA EDUARDA QUEIROZ GIRAO","MK MERCANTIL LTDA"
"ANDRESSA GRACYELLE MAGALHAES MOREIRA","ARTEFAPI - INDUSTRIA DE ARTEFATOS DE ARAME LTDA"
"CARLOS ALBERTO SARAIVA LIMA","PAULO SERGIO DA SILVA MILITAO ME"
"FRANCILENE BASTOS MESQUITA LIMA","PAULO SERGIO FARIAS ARAGAO - ME"
"MARILIA DA SILVA DE OLIVEIRA SOUZA","AUGIVANIA MARQUES DE SOUSA ROCHA ME"
"JULIANA COELHO SCIPIAO","OTTCAPE SERVICOS MEDICOS ESPECIALIZADOS LTDA"
"MARIA JUCILCEIDE DE AQUINO","OVLR- ONG VIRA-LATA DE RACA"
"FRANCISCO OSAIL FERNANDES DE CASTRO","P A CUNHA INDUSTRIA E COMERCIO ME"
"KAIANE RAISSA DE SOUSA E SILVA","P BEZERRA DA COSTA MOVEIS"
"JOSENILTON ROCHA LOPES","P E M DE MENEZES BRINQUEDOS"
"VALDENIA DOS SANTOS PEREIRA LIMA","AURIHILDA CARNEIRO PEREIRA"
"RITA LADY FARIAS HOLANDA","BARUC LOVERS INDUSTRIA E COMERCIO DE CONFECCOES LTDA"
"SILVELE GONÇALVES DOS SANTOS","R CENTER MATERIAL DE CONSTRUCAO E SERVICOS LTDA"
"ANA CLEIA DA SILVA PEREIRA","R GOMES FERNANDES CONFECCAO"
"RUIDARLENE BARROSO MATOS DE HOLANDA","R LEITE QUENTAL"
"MICAELE CARDOSO BARROS","RELKE BRASIL INDUSTRIA E COMERCIO DE ROUPA EIRELI"
"GUSTAVO MAX VIEIRA DE ANDRADE","CARIRI CENTER SUPERMERCADOS EIRELI"
"ANTONIO MARCOS DA CRUZ","CASA PIO CALCADOS LTDA"
"RAISA SILVESTRE FERREIRA","CHAO XU - EPP"
"LIGIA SAMARA SILVA","RICARDO MENEZES BARROS EIRELI"
"ANDRE CARVALHO LIMA","CHICAGO PNEUMATIC BRASIL LTDA"
"NATALIA FLORENCIA DE MORAIS","CM ASSESSORIA E SERVICOS LTDA"
"MARIA ALBANIZA NOGUEIRA","CRESPO E CAIRES ADV. ASSOCIADOS"
"VALDIANA MARIA DO NASCIMENTO","DCF 01 CONVINIENCIA LTDA"
"MARIA YLIARA GOMES SILVA","WORKOUT COMERCIO DE PRODUTOS PARA SAUDE EIRELI"
"VITORIA MARINA MENDANHA DE OLIVEIRA DANTAS","THIAGO G. DISTRIBUIDORA DE MEDICAMENTOS E LOGISTICA LTDA"
"RENE GOMES DE SOUSA","EFFORTE EQUIPAMENTOS AUTOMOTIVOS E SERVICOS LTDA"
"GEYSLA MADYA MACHADO","BIALF CONFECCOES INDUSTRIA E COMERCIO LTDA ME"
"AMANDA FREITAS SILVA","VICTOR F. OLIVEIRA EMPREENDIMENTOS FARMACEUTICOS LTDA - EPP"
"MATEUS ERNESTO DE ALBUQUERQUE","EMPRESA AGROPECUARIA SAO CRISTOVAO LTDA"
"LUCAS PINHEIRO BRAGA RODRIGUES","EXCELLENCE COMERCIAL LTDA"
"SUANE DE SOUZA VIEIRA"," F G M MOREIRA CONFECCOES EIRELI EPP"
"JEFFERSON FABIAN RIVERA MONTES","F W DISTRIBUIDORA LTDA"
"ROBERTA GIRLENE DE SOUZA ALVES","FECULARIA LOPES LTDA"
"LUCAS RYAN CARVALHO TAVARES","CLAILTON ROMAO DE SOUSA MICROEMPRESA"
"ANA JARLEM AMARANTE DE LIMA","FOX STORE LTDA"
"RAMON OLIVEIRA SOUZA","AC TRUCK SERVICE EIRELI ME"
"MATEUS PEREIRA DOS SANTOS","G & D COMERCIO DE PRODUTOS OPTICOS LTDA"
"CARLOS FELIPE CORDEIRO DÁVILA","FRANCISCO JOSE SILVESTRE TRANPORTES"
"TELMA COLIANA ALVES DO NASCIMENTO","FTS COMERCIO E SERVICOS DE MOVEIS LTDA"
"EDSON DO NASCIMENTO PEREIRA","GOMES & OLIVEIRA ENGENHARIA LTDA"
"MACIVANIA DORELANDE SOUSA ALBUQUERQUE","GRUPO CENTRUM CONSULTORIA CAPACITAÇÃO E EVENTOS LTDA"
"LOIVO BARIVIERA","AR CERTO CLIMATIZACAO EIRELI"
"MATHEUS DA SILVA ARAUJO","HIDROELETRICA ENGENHARIA INDUSTRIA E COMERCIO LTDA"
"ROSIMAR GRANDE DE LIMA","HYBRID CLOUD SOLUCOES EM TECNOLOGIA DA INFORMACAO LTDA"
"DÉBORA DA SIILVA DOS SANTOS","ASSOCIÇÃO PESCADORES E APICULTORES DA COM PESQUEIRO-ADJACENCIA"
"ANTONIO REGINALDO DA SILVA TEIXEIRA","ASX SOLUCOES POR DRONES LTDA"
"CESAR COLERA BERNAL","IMOBILIARIA M M LTDA"
"CARLA ESMERALDO OLIVEIRA","IMPERIAL COMERCIO DE PEÇAS DE CAMINHÃO E SERVIÇOS EIRELI"
"HELENA MARQUES FREITAS","IMPERIO SOLUCOES ADMINISTRATIVAS E PUBLICAS LTDA"
"FRANCINALDO CARLOS CANDIDO","ARY & SILVA PARTICIPACOES LTDA"
"LARISSA SOUZA FREIRE","ARY EDSON ALVES DE CASTRO LTDA"
"FILIPE OLIVEIRA LUCAS","GERMANO RIBEIRO GOMES DE MATOS EPP"
"LAURA CAMILA DA ROCHA SILVA OLIVEIRA","J. GONDIM DE MEDEIROS COMERCIO DE PERFUMES E COSMÉTICOS LTDA"
"AMERICO FERREIRA DA SILVA","JARBAS LINCOLN PENHA DE LIMA EIRELI"
"GRAZIELA MILHOMES DE SOUSA","CONSTRUTORA MONTE CRISTO LTDA"
"FRANCISCA FALCÃO DAMASCENA","DEJARINO SANTOS FILHO ADVOGADOS ASSOCIADOS"
"AURES BARROSO MONTEIRO MUNIZ","DENTAL SORRISO LTDA"
"FRANCISCO ANTÔNIO DA SILVA","DEPOSITO MONTEIRO DE CONSTRUÇÕES LTDA ME"
"ROBERTO PAULO RODRIGUES DA SILVA","KM PROJETOS E CONSTRUCAO LTDA"
"LUCAS KAWLLYN SOUSA PINTO","L F TECIDOS EIRELI"
"RITA MARIA DE SOUSA LIMA","LCD COMERCIO E SERVIÇOS LTDA"
"SOFIA ISIS DUTRA ROCHA","LUCIELMA CARNEIRO HOLANDA - EPP"
"EMANUEL MAXIMILIANO ANDERSON APOLINARIO XAVIER","ESTILO INDUSTRIA E COMERCIO DE ESQUADRIAS E MOVIES LTDA ME"
"GLAUBER DE JESUS NUNES","ESMENIO CARLOS FERNANDES"
"AILTON KEVERSON VIEIRA BARBOSA","FABRIANO SARAIVA DE LIMA ME"
"DENNYLSON LUCAS SANTOS SIMÃO","MARIA GOMES DOS SANTOS"
"TAMIRES BRITO DA SILVA","BEM ME QUER BY CARLA INES LTDA"
"JANAINA MARIA CAMPOS DE SOUSA","MESSEJANA CARNES LTDA ME"
"PAULO SERGIO DA SILVA","MF POP ILUMINACAO LTDA - ME"
"ANTONIO VILMAR LOPES","MILLENIUM COMERCIO SERVICO LTDA"
"FRANCISCO NARCELIO JUSTINO BONFIM","FRANCISCO NAZARENO RIBEIRO DOS SANTOS ME"
"MARIA SUELI FERREIRA","MIRA INDUSTRIA TEXTIL LTDA MATRIZ"
"ANTONIO ALISSON NOBRE DE SOUSA","G F MUNIZ FABRICACAO DE ARTEFATOS DE CERAMICA EIRELI"
"MATEUS SARMENTO LEITE","G T LOGISTICA & TRANSPORTES LTDA ME"
"FRANCISCO RENALD ARAUJO DA SILVA","MV2 SERVICOS DE ENGENHARIA LIMITADA"
"ANTONIO ROBSON CAVALCANTE","NACIONAL SOLUÇÕES E SERVIÇOS EIRELI"
"ALINE PIRES DE FREITAS BELCHIOR","OUVIDOR COMERCIO E SERVICOS DE PERSIANAS LTDA - EPP"
"KARINE SILVA DE OLIVEIRA","P & Q COMERCIAL LTDA"
"JAMILLE PAIVA LIMA","NOVA MESA DISTRIBUIDORA DE ALIMENTOS E UTILIDADES LTDA"
"EUDE CORDEIRO SOUZA","PAINE PRODUÇÃO E COMERCIO DE PAES ARTESANAIS LTDA"
"VICTOR ALEXANDRE CASTELO BRANCO LOURINHO","PAVEI BRASIL COMERCIO EXTERIOR EIRELI"
"EVILANIA DUARTE DA SILVA","PEDRO HENRIQUE FERREIRA DE CASTRO LIBERALINO 60550352350"
"KAUANNE BRANÃO SILVA","HOJE TECNOLOGIA DA INFORMAÇÃO LTDA"
"LEONARDO DE OLIVEIRA GUERREIRO","POLIMPORT - COMERCIO E EXPORTAÇÃO LTDA"
"MARIA SOCORRO PEDRO DA SILVA","POTERE COMERCIO DE BIJUTERIAS E ACESSORIOS LTDA"
"ANTONIO DAVID DE OLIVEIRA BEZERRA","POTIGUAR DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA"
"HEVERTON FERNANDO DE LIMA ALVES","R F PEDROSA ME"
"MARIA DO SOCORRO GOMES DE SOUSA","J. IVO C. MAIA INDUSTRIA E COMERCIO DE DOCES E SUCOS LTDA"
"VICTOR CARTYER MENEZES BARROS SALES","J M M ALIMENTOS LTDA"
"FRANCISCA VIANA DOS SANTOS","J R C TAVARES"
"LUIZ CLAUDIO PONTE FERREIRA","RAQUEL QUEIROZ DE LINS PEREIRA 01622245326"
"WESLLEY DA SILVA OTAVIO","FAMILIA W. SILVA GESTÃO DE NEGÓCIOS LTDA - ME"
"MARIA CLARA ALVES DE ARAÚJO","FAN DISTRIBUIDORA DE PETROLEO LTDA"
"ROBERTO XAVIER LIMA BARBOSA","RC COMERCIO DE VEICULOS E SERVIÇOS LTDA"
"MANOEL PEDRO DE MENEZES","SENFIO SOLUCOES  TECNOLOGICAS LTDA"
"DIOGO ALVES DE OLIVEIRA","SERCON SERVICOS E CONSTRUCOES LTDA"
"EZEQUIEL SANTOS DE OLIVEIRA","SHANA IND COMERCIO DE AUTO PEÇAS LTDA"
"RAFAELA SOUZA MOREIRA DA SILVA","SUPER LICITE LICITAÇÕES EIRELLI"
"DEBORAH MARITZZA ARRUDA DE LIMA","SUPERMERCADO MSB EIRELI"
"HÉLIA MÁRCIA XAVIER VIANA","FRANCISCO ROBSON SILVA ME"
"MARIA MILENA FURTADO RODRIGUES","JR ARMAS E TREINAMENTOS LTDA"
"TAYNARA PAIVA MUNIZ","GABRIELA CLAUDINO DE SOUZA"
"JANAINA LIMA BRAZ","ULTRAGENYX BRASIL FARMACEUTICA LTDA"
"ROBERTA TAINAH DE SOUZA GARCIA","UPPE! PRODUTORA E SOLUCOES EIRELI"
"ANTONIO TIAGO LIMA DA SILVA","VALDEREUDA MARIA MONTE RODRIGUES ME"
"MEIRIANE GOMES DE SOUSA MENEZES","VIOLETA RUFINO MEDEIROS MICROEMPRESA"
"CHARLES DAVISON GONÇALVES DE MENEZES","LIDER MATERIAIS DE CONSTRUCOES LTDA-ME"
"DEYSE DAYANE DE CASTRO MARTINS SIMPLICIO","HORTIFRUT GRIPI II LTDA"
"TAINA PAULA DE SOUSA","HOTEL JERI LTDA ME"
"LARISSA AFFONSO MAYER","IAP COSMETICOS LTDA"
"DOUGLAS CARTAXO FARIAS","WESLEY J. LEITE TELLES - ME"
"CARLOS GEOVANE ARRUDA FILHO","HMG SERVICOS DE NEFROLOGIA LTDA"
"GEORGE JOUBERT DOS SANTOS COSTA","XTEC RADIOCOMUNICACAO E SOLUCOES CORPORATIVAS EIRELI"
"KAREN ISABELLY DE CARVALHO","M A DA SILVA TEIXEIRA ME"
"FRANCISCO LIVIO DE FREITAS ZUZA","MAGILE TRANSPORTES LTDA"
"NAGILA NAYARA QUIRINO DA SILVA","MANGROVE COMERCIO DE VESTUARIOS LTDA"
"EVINA NIGENIA DA SILVA","J.N.B CONSTRUCOES E SERVICOS LTDA."
"THIARLA ELIZABETE DA SILVA PEREIRA","MARIA DO CARMO DA SILVA LTDA"
"STHEFANY DA SILVA BARROS","PAULO MARTINHO RICARDO VENANCIO ME"
"DANIEL ANDREWS DE OLIVEIRA LIMA","PELICANO PRESENTES LTDA"
"MOACIR GOMES DE SOUSA","RABB CARVALHO ADVOCACIA S/S"
"FELIPE LOPES DOS SANTOS","S DA SILVA RIBEIRO"
"GABRIEL CLAL DE ALMEIDA","WAGNER MANUEL JULIO MONTENEGRO DA SILVA 06937777450"
"FABIA EVELINE UCHOA BEZERRA","ZACARIAS DOS SANTOS CHAVES JUNIOR"
"ELAINE ARAÚJO DE MELO","ALESSANDRO SIQUEIRA SOCIEDADE INDIVIDUAL DE ADVOCACIAS"
"AMAIA RAMOS DOS SANTOS","BOTELHO SOLUÇÕES EM GERAÇÕES EM GERADORES EIRELI - ME"
"SALVIANA FERNANDES CARDOSO","BRAZIL 3 BUSINESS PARTICIPAÇÕES LTDA"
"FRANCISCA GLEYCIARA CAVALCANTE PINHEIRO","CEARA COMERCIO DE MATERIAIS PARA CONSTRUÇÃO LTDA ME"
"HENRIETTE DOS SANTOS TEIXEIRA","EUROPLAST PRODUTOS E EMBALAGENS PLASTICAS LTDA"
"JULIA FRIEDMAN JUAÇABA","JOÂO REIS COMÉRCIO DE PRODUTOS ODONTOLÓGICOS LTDA"
"JAIRO JONAS BEZERRA","JOSE MACEDO DE MIRANDA LTDA"
"VERONICA MARIA FIGUEIREDO LIMA","JOSE MARIA RODRIGUES MARTINS FILHO 01669446379"
"ÉRIKA BEZERRA DE MENESES PINHO","JOTA R CONCEITO LTDA - ME"
"ANA KLECIA DA SILVA NASCIMENTO","JOYCE LIMA DE OLIVEIRA 03409433350"
"RICARDO VIEIRA SOARES","LOPES COMERCIO DE VEICULOS LTDA"
"DEBORA CRISTINA COUTO OLIVEIRA COSTA","M THEREZA DIAS CAVALCANTI"
"MATHEUS LINHARES FERREIRA GOMES","MARCIO GLEYDSON ROCHA MOTA 79674941304"
"ERMERSON NATIEL NUNES PINHEIRO","MARIA REGISLANE SALES ME"
"RENATO MELO AGUIAR","NEURORT DISTRIBUIDORA DE INSTRUMENTOS E MATERIAIS HOSPITALARES EIRELI"
"GILSON COSTA LIMA","NGS TRANSPORTES, SERVIÇOS E CONSTRUÇÕES LTDA"
"FRANCISDENE DA SILVA BARROS","PAVE EMPRESA DE PAVIMENTAÇÃO LTDA"
"LUCIA MARIA BEZERRA DE ALENCAR","SAAVEDRA REPRESENTACOES LTDA"
"VICTOR JONATAS TORRES DA SILVA","SIDCLEY NOGUEIRA DE OLIVEIRA - ME"
"GILDIVAN BATISTA CHAVES","T C DA SILVA QUEIROZ"
"MARIA EDVANIA DA SILVA SOUSA","T M SEIXAS ALVES SOUZA EIRELI"
"CLAUDIA DE LIMA SILVA GONCALVES","VICTOR HUGO SAMPAIO DE ABREU 05178996399"
"ROMILDO DA SILVA BARBOSA","A. F. PIRES"
"MATHEUS BENICIO NASCIMENTO","ALEX AURELIO LIMA DA ROCHA 00065256360"
"EDSON ALVES LIMA","AQUA LOAD COMÉRCIO E SERVIÇOS LTDA"
"GERMANIA MARIA DA SILVA SOUSA","ARQUITETURA E ACUSTICA LTDA"
"LUIZ FERNANDO DA SILVA GONZAGA","CARAVAGGIO INDUSTRIA E COMERCIO DE FERRAGENS LTDA"
"EDNA ISABELE DE SOUZA OLIVEIRA","CICLO CAIRU MOTOPECAS LTDA"
"MARIA ROSEMEIRE LIMA DA SILVA","M.J.A. DISTRIBUIDORA DE PRODUTOS ODONTOLOGICOS, MEDICOS E HOSPITALARES LTDA."
"MARIA ADAIANE DA SILVA SOUSA","TATIANA ARAUJO ESTETICA AVANCADA LTDA - ME"
"HIASKARA JULIANA PEREIRA E SILVA","WM SOLUTIONS COMERCIO ATACADISTA LTDA"
"NAILIA MARIA FÉLIX PEREIRA","JPG HARDWARE HOUSE LTDA"
"RODRIGO ELIAS DE SOUSA","MOB-RAILWAY TECNOLOGIA E ENGENHARIA LTDA"
"LARISSA RENARA SALES HERCULANO","SICREDI CEARA CENTRO NORTE- COOPERATIVA DE CREDITO DA REGIÃO CENTRO NORTE DO CEARA"
"MARIA ELIZANGELA FREIRE MOURA","CENETRAN CENTRO DE EDUCACAO DE TRANSITO LTDA"
"VANNUZIA ALVES CARNEIRO","CENTRAL DE FORMACAO DE CONDUTORES QUIVITORIA LTDA"
"FRANCISCA LARISSE LIMA DA SILVA","STT CONTABILIDADE, COMERCIO E SERVICOS UNIPESSOAL LTDA"
