"cidade","estado"
"MONTIVIDIU","GOIÁS"
"MONTIVIDIU DO NORTE","GOIÁS"
"MORRINHOS","GOIÁS"
"MORRO AGUDO DE GOIÁS","GOIÁS"
"MOSSÂMEDES","GOIÁS"
"MOZARLÂNDIA","GOIÁS"
"MUNDO NOVO","GOIÁS"
"MUTUNÓPOLIS","GOIÁS"
"NAZÁRIO","GOIÁS"
"NERÓPOLIS","GOIÁS"
"NIQUELÂNDIA","GOIÁS"
"NOVA AMÉRICA","GOIÁS"
"NOVA AURORA","GOIÁS"
"NOVA CRIXÁS","GOIÁS"
"NOVA GLÓRIA","GOIÁS"
"NOVA IGUAÇU DE GOIÁS","GOIÁS"
"NOVA ROMA","GOIÁS"
"NOVA VENEZA","GOIÁS"
"NOVO BRASIL","GOIÁS"
"NOVO GAMA","GOIÁS"
"ORIZONA","GOIÁS"
"OURO VERDE DE GOIÁS","GOIÁS"
"OUVIDOR","GOIÁS"
"PADRE BERNARDO","GOIÁS"
"PALESTINA DE GOIÁS","GOIÁS"
"PALMEIRAS DE GOIÁS","GOIÁS"
"PALMELO","GOIÁS"
"PALMINÓPOLIS","GOIÁS"
"PANAMÁ","GOIÁS"
"PARANAIGUARA","GOIÁS"
"PARAÚNA","GOIÁS"
"PEROLÂNDIA","GOIÁS"
"PETROLINA DE GOIÁS","GOIÁS"
"PILAR DE GOIÁS","GOIÁS"
"PIRACANJUBA","GOIÁS"
"PIRANHAS","GOIÁS"
"PIRENÓPOLIS","GOIÁS"
"PIRES DO RIO","GOIÁS"
"PONTALINA","GOIÁS"
"PORANGATU","GOIÁS"
"PORTEIRÃO","GOIÁS"
"PORTELÂNDIA","GOIÁS"
"POSSE","GOIÁS"
"PROFESSOR JAMIL","GOIÁS"
"QUIRINÓPOLIS","GOIÁS"
"RIALMA","GOIÁS"
"RIANÁPOLIS","GOIÁS"
"RIO QUENTE","GOIÁS"
"RIO VERDE","GOIÁS"
"RUBIATABA","GOIÁS"
"SANCLERLÂNDIA","GOIÁS"
"SANTA BÁRBARA DE GOIÁS","GOIÁS"
"SANTA CRUZ DE GOIÁS","GOIÁS"
"SANTA FÉ DE GOIÁS","GOIÁS"
"SANTA HELENA DE GOIÁS","GOIÁS"
"SANTA ISABEL","GOIÁS"
"SANTA RITA DO ARAGUAIA","GOIÁS"
"SANTA RITA DO NOVO DESTINO","GOIÁS"
"SANTA ROSA DE GOIÁS","GOIÁS"
"SANTA TEREZA DE GOIÁS","GOIÁS"
"SANTA TEREZINHA DE GOIÁS","GOIÁS"
"SANTO ANTÔNIO DA BARRA","GOIÁS"
"SANTO ANTÔNIO DE GOIÁS","GOIÁS"
"SANTO ANTÔNIO DO DESCOBERTO","GOIÁS"
"SÃO DOMINGOS","GOIÁS"
"SÃO FRANCISCO DE GOIÁS","GOIÁS"
"SÃO JOÃO DA PARAÚNA","GOIÁS"
"SÃO JOÃO D'ALIANÇA","GOIÁS"
"SÃO LUÍS DE MONTES BELOS","GOIÁS"
"SÃO LUIZ DO NORTE","GOIÁS"
"SÃO MIGUEL DO ARAGUAIA","GOIÁS"
"SÃO MIGUEL DO PASSA QUATRO","GOIÁS"
"SÃO PATRÍCIO","GOIÁS"
"SÃO SIMÃO","GOIÁS"
"SERRANÓPOLIS","GOIÁS"
"SILVÂNIA","GOIÁS"
"SIMOLÂNDIA","GOIÁS"
"SÍTIO D'ABADIA","GOIÁS"
"TAQUARAL DE GOIÁS","GOIÁS"
"TERESINA DE GOIÁS","GOIÁS"
"TEREZÓPOLIS DE GOIÁS","GOIÁS"
"TRÊS RANCHOS","GOIÁS"
"TRINDADE","GOIÁS"
"TROMBAS","GOIÁS"
"TURVÂNIA","GOIÁS"
"TURVELÂNDIA","GOIÁS"
"UIRAPURU","GOIÁS"
"URUAÇU","GOIÁS"
"URUANA","GOIÁS"
"URUTAÍ","GOIÁS"
"VALPARAÍSO DE GOIÁS","GOIÁS"
"VARJÃO","GOIÁS"
"VIANÓPOLIS","GOIÁS"
"VICENTINÓPOLIS","GOIÁS"
"VILA BOA","GOIÁS"
"VILA PROPÍCIO","GOIÁS"
"AÇAILÂNDIA","MARANHÃO"
"AFONSO CUNHA","MARANHÃO"
"ÁGUA DOCE DO MARANHÃO","MARANHÃO"
"ALCÂNTARA","MARANHÃO"
"ALDEIAS ALTAS","MARANHÃO"
"ALTAMIRA DO MARANHÃO","MARANHÃO"
"ALTO ALEGRE DO MARANHÃO","MARANHÃO"
"ALTO ALEGRE DO PINDARÉ","MARANHÃO"
"ALTO PARNAÍBA","MARANHÃO"
"AMAPÁ DO MARANHÃO","MARANHÃO"
"AMARANTE DO MARANHÃO","MARANHÃO"
"ANAJATUBA","MARANHÃO"
"ANAPURUS","MARANHÃO"
"APICUM-AÇU","MARANHÃO"
"ARAGUANÃ","MARANHÃO"
"ARAIÓSES","MARANHÃO"
"ARAME","MARANHÃO"
"ARARI","MARANHÃO"
"AXIXÁ","MARANHÃO"
"BACABAL","MARANHÃO"
"BACABEIRA","MARANHÃO"
"BACURI","MARANHÃO"
"BACURITUBA","MARANHÃO"
"BALSAS","MARANHÃO"
"BARÃO DE GRAJAÚ","MARANHÃO"
"BARRA DO CORDA","MARANHÃO"
"BARREIRINHAS","MARANHÃO"
"BELA VISTA DO MARANHÃO","MARANHÃO"
"BELÁGUA","MARANHÃO"
"BENEDITO LEITE","MARANHÃO"
"BEQUIMÃO","MARANHÃO"
"BERNARDO DO MEARIM","MARANHÃO"
"BOA VISTA DO GURUPI","MARANHÃO"
"BOM JARDIM","MARANHÃO"
"BOM JESUS DAS SELVAS","MARANHÃO"
"BOM LUGAR","MARANHÃO"
"BREJO","MARANHÃO"
"BREJO DE AREIA","MARANHÃO"
"BURITI","MARANHÃO"
"BURITI BRAVO","MARANHÃO"
"BURITICUPU","MARANHÃO"
"CACHOEIRA GRANDE","MARANHÃO"
"CAJAPIÓ","MARANHÃO"
"CAJARI","MARANHÃO"
"CAMPESTRE DO MARANHÃO","MARANHÃO"
"CÂNDIDO MENDES","MARANHÃO"
"CANTANHEDE","MARANHÃO"
"CAPINZAL DO NORTE","MARANHÃO"
"CAROLINA","MARANHÃO"
"CARUTAPERA","MARANHÃO"
"CAXIAS","MARANHÃO"
"CEDRAL","MARANHÃO"
"CENTRAL DO MARANHÃO","MARANHÃO"
"CENTRO DO GUILHERME","MARANHÃO"
"CENTRO NOVO DO MARANHÃO","MARANHÃO"
"CHAPADINHA","MARANHÃO"
"CIDELÂNDIA","MARANHÃO"
"CODÓ","MARANHÃO"
"COELHO NETO","MARANHÃO"
"COLINAS","MARANHÃO"
"CONCEIÇÃO DO LAGO-AÇU","MARANHÃO"
"COROATÁ","MARANHÃO"
"CURURUPU","MARANHÃO"
"DAVINÓPOLIS","MARANHÃO"
"ESPERANTINÓPOLIS","MARANHÃO"
"ESTREITO","MARANHÃO"
"FEIRA NOVA DO MARANHÃO","MARANHÃO"
"FERNANDO FALCÃO","MARANHÃO"
"FORMOSA DA SERRA NEGRA","MARANHÃO"
"FORTALEZA DOS NOGUEIRAS","MARANHÃO"
"FORTUNA","MARANHÃO"
"GODOFREDO VIANA","MARANHÃO"
"GONÇALVES DIAS","MARANHÃO"
"GOVERNADOR ARCHER","MARANHÃO"
"GOVERNADOR EDSON LOBÃO","MARANHÃO"
"GOVERNADOR EUGÊNIO BARROS","MARANHÃO"
"GOVERNADOR LUIZ ROCHA","MARANHÃO"
"GOVERNADOR NEWTON BELLO","MARANHÃO"
"GOVERNADOR NUNES FREIRE","MARANHÃO"
"GRAÇA ARANHA","MARANHÃO"
"GRAJAÚ","MARANHÃO"
"GUIMARÃES","MARANHÃO"
"HUMBERTO DE CAMPOS","MARANHÃO"
"ICATU","MARANHÃO"
"IGARAPÉ DO MEIO","MARANHÃO"
"IGARAPÉ GRANDE","MARANHÃO"
"IMPERATRIZ","MARANHÃO"
"ITAIPAVA DO GRAJAÚ","MARANHÃO"
"ITAPECURU MIRIM","MARANHÃO"
"ITINGA DO MARANHÃO","MARANHÃO"
"JATOBÁ","MARANHÃO"
"JENIPAPO DOS VIEIRAS","MARANHÃO"
"JOÃO LISBOA","MARANHÃO"
"JOSELÂNDIA","MARANHÃO"
"JUNCO DO MARANHÃO","MARANHÃO"
"LAGO DA PEDRA","MARANHÃO"
"LAGO DO JUNCO","MARANHÃO"
"LAGO DOS RODRIGUES","MARANHÃO"
"LAGO VERDE","MARANHÃO"
"LAGOA DO MATO","MARANHÃO"
"LAGOA GRANDE DO MARANHÃO","MARANHÃO"
"LAJEADO NOVO","MARANHÃO"
"LIMA CAMPOS","MARANHÃO"
"LORETO","MARANHÃO"
"LUÍS DOMINGUES","MARANHÃO"
"MAGALHÃES DE ALMEIDA","MARANHÃO"
"MARACAÇUMÉ","MARANHÃO"
"MARAJÁ DO SENA","MARANHÃO"
"MARANHÃOZINHO","MARANHÃO"
"MATA ROMA","MARANHÃO"
"MATINHA","MARANHÃO"
"MATÕES","MARANHÃO"
"MATÕES DO NORTE","MARANHÃO"
"MILAGRES DO MARANHÃO","MARANHÃO"
"MIRADOR","MARANHÃO"
"MIRANDA DO NORTE","MARANHÃO"
"MIRINZAL","MARANHÃO"
"MONÇÃO","MARANHÃO"
"MONTES ALTOS","MARANHÃO"
"MORROS","MARANHÃO"
"NINA RODRIGUES","MARANHÃO"
"NOVA COLINAS","MARANHÃO"
"NOVA IORQUE","MARANHÃO"
"NOVA OLINDA DO MARANHÃO","MARANHÃO"
"OLHO D'ÁGUA DAS CUNHÃS","MARANHÃO"
"OLINDA NOVA DO MARANHÃO","MARANHÃO"
"PAÇO DO LUMIAR","MARANHÃO"
"PALMEIRÂNDIA","MARANHÃO"
"PARAIBANO","MARANHÃO"
"PARNARAMA","MARANHÃO"
"PASSAGEM FRANCA","MARANHÃO"
"PASTOS BONS","MARANHÃO"
"PAULINO NEVES","MARANHÃO"
"PAULO RAMOS","MARANHÃO"
"PEDREIRAS","MARANHÃO"
"PEDRO DO ROSÁRIO","MARANHÃO"
"PENALVA","MARANHÃO"
"PERI MIRIM","MARANHÃO"
"PERITORÓ","MARANHÃO"
"PINDARÉ MIRIM","MARANHÃO"
"PINHEIRO","MARANHÃO"
"PIO XII","MARANHÃO"
"PIRAPEMAS","MARANHÃO"
"POÇÃO DE PEDRAS","MARANHÃO"
"PORTO FRANCO","MARANHÃO"
"PORTO RICO DO MARANHÃO","MARANHÃO"
"PRESIDENTE DUTRA","MARANHÃO"
"PRESIDENTE JUSCELINO","MARANHÃO"
"PRESIDENTE MÉDICI","MARANHÃO"
"PRESIDENTE SARNEY","MARANHÃO"
"PRESIDENTE VARGAS","MARANHÃO"
"PRIMEIRA CRUZ","MARANHÃO"
"RAPOSA","MARANHÃO"
"RIACHÃO","MARANHÃO"
"RIBAMAR FIQUENE","MARANHÃO"
"ROSÁRIO","MARANHÃO"
"SAMBAÍBA","MARANHÃO"
"SANTA FILOMENA DO MARANHÃO","MARANHÃO"
"SANTA HELENA","MARANHÃO"
"SANTA INÊS","MARANHÃO"
"SANTA LUZIA","MARANHÃO"
"SANTA LUZIA DO PARUÁ","MARANHÃO"
"SANTA QUITÉRIA DO MARANHÃO","MARANHÃO"
"SANTA RITA","MARANHÃO"
"SANTANA DO MARANHÃO","MARANHÃO"
"SANTO AMARO","MARANHÃO"
"SANTO ANTÔNIO DOS LOPES","MARANHÃO"
"SÃO BENEDITO DO RIO PRETO","MARANHÃO"
"SÃO BENTO","MARANHÃO"
"SÃO BERNARDO","MARANHÃO"
"SÃO DOMINGOS DO AZEITÃO","MARANHÃO"
"SÃO DOMINGOS DO MARANHÃO","MARANHÃO"
"SÃO FÉLIX DE BALSAS","MARANHÃO"
"SÃO FRANCISCO DO BREJÃO","MARANHÃO"
"SÃO FRANCISCO DO MARANHÃO","MARANHÃO"
"SÃO JOÃO BATISTA","MARANHÃO"
"SÃO JOÃO DO CARÚ","MARANHÃO"
"SÃO JOÃO DO PARAÍSO","MARANHÃO"
"SÃO JOÃO DO SÓTER","MARANHÃO"
"SÃO JOÃO DOS PATOS","MARANHÃO"
"SÃO JOSÉ DE RIBAMAR","MARANHÃO"
"SÃO JOSÉ DOS BASÍLIOS","MARANHÃO"
"SÃO LUÍS","MARANHÃO"
"SÃO LUÍS GONZAGA DO MARANHÃO","MARANHÃO"
"SÃO MATEUS DO MARANHÃO","MARANHÃO"
"SÃO PEDRO DA ÁGUA BRANCA","MARANHÃO"
"SÃO PEDRO DOS CRENTES","MARANHÃO"
"SÃO RAIMUNDO DAS MANGABEIRAS","MARANHÃO"
"SÃO RAIMUNDO DO DOCA BEZERRA","MARANHÃO"
"SÃO ROBERTO","MARANHÃO"
"SÃO VICENTE FERRER","MARANHÃO"
"SATUBINHA","MARANHÃO"
"SENADOR ALEXANDRE COSTA","MARANHÃO"
"SENADOR LA ROQUE","MARANHÃO"
"SERRANO DO MARANHÃO","MARANHÃO"
"SÍTIO NOVO","MARANHÃO"
"SUCUPIRA DO NORTE","MARANHÃO"
"SUCUPIRA DO RIACHÃO","MARANHÃO"
"TASSO FRAGOSO","MARANHÃO"
"TIMBIRAS","MARANHÃO"
"TIMON","MARANHÃO"
"TRIZIDELA DO VALE","MARANHÃO"
"TUFILÂNDIA","MARANHÃO"
"TUNTUM","MARANHÃO"
"TURIAÇU","MARANHÃO"
"TURILÂNDIA","MARANHÃO"
"TUTÓIA","MARANHÃO"
"URBANO SANTOS","MARANHÃO"
"VARGEM GRANDE","MARANHÃO"
"VIANA","MARANHÃO"
"VILA NOVA DOS MARTÍRIOS","MARANHÃO"
"VITÓRIA DO MEARIM","MARANHÃO"
"VITORINO FREIRE","MARANHÃO"
"ZÉ DOCA","MARANHÃO"
"ABADIA DOS DOURADOS","MINAS GERAIS"
"ABAETÉ","MINAS GERAIS"
"ABRE CAMPO","MINAS GERAIS"
"ACAIACA","MINAS GERAIS"
"AÇUCENA","MINAS GERAIS"
"ÁGUA BOA","MINAS GERAIS"
"ÁGUA COMPRIDA","MINAS GERAIS"
"AGUANIL","MINAS GERAIS"
"ÁGUAS FORMOSAS","MINAS GERAIS"
"ÁGUAS VERMELHAS","MINAS GERAIS"
"AIMORÉS","MINAS GERAIS"
"AIURUOCA","MINAS GERAIS"
"ALAGOA","MINAS GERAIS"
"ALBERTINA","MINAS GERAIS"
"ALÉM PARAÍBA","MINAS GERAIS"
"ALFENAS","MINAS GERAIS"
"ALFREDO VASCONCELOS","MINAS GERAIS"
"ALMENARA","MINAS GERAIS"
"ALPERCATA","MINAS GERAIS"
"ALPINÓPOLIS","MINAS GERAIS"
"ALTEROSA","MINAS GERAIS"
"ALTO CAPARAÓ","MINAS GERAIS"
"ALTO JEQUITIBÁ","MINAS GERAIS"
"ALTO RIO DOCE","MINAS GERAIS"
"ALVINÓPOLIS","MINAS GERAIS"
"ALVORADA DE MINAS","MINAS GERAIS"
"AMPARO DA SERRA","MINAS GERAIS"
"ANDRADAS","MINAS GERAIS"
"ANDRELÂNDIA","MINAS GERAIS"
"ANGELÂNDIA","MINAS GERAIS"
"ANTÔNIO CARLOS","MINAS GERAIS"
"ANTÔNIO DIAS","MINAS GERAIS"
"ANTÔNIO PRADO DE MINAS","MINAS GERAIS"
"ARAÇAÍ","MINAS GERAIS"
"ARACITABA","MINAS GERAIS"
"ARAÇUAÍ","MINAS GERAIS"
"ARAGUARI","MINAS GERAIS"
"ARANTINA","MINAS GERAIS"
"ARAPONGA","MINAS GERAIS"
"ARAPORÃ","MINAS GERAIS"
"ARAPUÁ","MINAS GERAIS"
"ARAÚJOS","MINAS GERAIS"
"ARAXÁ","MINAS GERAIS"
"ARCEBURGO","MINAS GERAIS"
"ARCOS","MINAS GERAIS"
"AREADO","MINAS GERAIS"
"ARGIRITA","MINAS GERAIS"
"ARICANDUVA","MINAS GERAIS"
"ARINOS","MINAS GERAIS"
"ASTOLFO DUTRA","MINAS GERAIS"
"ATALÉIA","MINAS GERAIS"
"AUGUSTO DE LIMA","MINAS GERAIS"
"BAEPENDI","MINAS GERAIS"
"BALDIM","MINAS GERAIS"
"BAMBUÍ","MINAS GERAIS"
"BANDEIRA","MINAS GERAIS"
"BANDEIRA DO SUL","MINAS GERAIS"
"BARÃO DE COCAIS","MINAS GERAIS"
"BARÃO DE MONTE ALTO","MINAS GERAIS"
"BARBACENA","MINAS GERAIS"
"BARRA LONGA","MINAS GERAIS"
"BELA VISTA DE MINAS","MINAS GERAIS"
"BELMIRO BRAGA","MINAS GERAIS"
"BELO HORIZONTE","MINAS GERAIS"
"BELO ORIENTE","MINAS GERAIS"
"BELO VALE","MINAS GERAIS"
"BERILO","MINAS GERAIS"
"BERIZAL","MINAS GERAIS"
"BERTÓPOLIS","MINAS GERAIS"
"BETIM","MINAS GERAIS"
"BIAS FORTES","MINAS GERAIS"
"BICAS","MINAS GERAIS"
"BIQUINHAS","MINAS GERAIS"
"BOA ESPERANÇA","MINAS GERAIS"
"BOCAINA DE MINAS","MINAS GERAIS"
"BOCAIÚVA","MINAS GERAIS"
"BOM DESPACHO","MINAS GERAIS"
"BOM JARDIM DE MINAS","MINAS GERAIS"
"BOM JESUS DA PENHA","MINAS GERAIS"
"BOM JESUS DO AMPARO","MINAS GERAIS"
"BOM JESUS DO GALHO","MINAS GERAIS"
"BOM REPOUSO","MINAS GERAIS"
"BOM SUCESSO","MINAS GERAIS"
"BONFIM","MINAS GERAIS"
"BONFINÓPOLIS DE MINAS","MINAS GERAIS"
"BONITO DE MINAS","MINAS GERAIS"
"BORDA DA MATA","MINAS GERAIS"
"BOTELHOS","MINAS GERAIS"
"BOTUMIRIM","MINAS GERAIS"
"BRÁS PIRES","MINAS GERAIS"
"BRASILÂNDIA DE MINAS","MINAS GERAIS"
"BRASÍLIA DE MINAS","MINAS GERAIS"
"BRASÓPOLIS","MINAS GERAIS"
"BRAÚNAS","MINAS GERAIS"
"BRUMADINHO","MINAS GERAIS"
"BUENO BRANDÃO","MINAS GERAIS"
"BUENÓPOLIS","MINAS GERAIS"
"BUGRE","MINAS GERAIS"
"BURITIS","MINAS GERAIS"
"BURITIZEIRO","MINAS GERAIS"
"CABECEIRA GRANDE","MINAS GERAIS"
"CABO VERDE","MINAS GERAIS"
"CACHOEIRA DA PRATA","MINAS GERAIS"
"CACHOEIRA DE MINAS","MINAS GERAIS"
"CACHOEIRA DE PAJEÚ","MINAS GERAIS"
"CACHOEIRA DOURADA","MINAS GERAIS"
"CAETANÓPOLIS","MINAS GERAIS"
"CAETÉ","MINAS GERAIS"
"CAIANA","MINAS GERAIS"
"CAJURI","MINAS GERAIS"
"CALDAS","MINAS GERAIS"
"CAMACHO","MINAS GERAIS"
"CAMANDUCAIA","MINAS GERAIS"
"CAMBUÍ","MINAS GERAIS"
"CAMBUQUIRA","MINAS GERAIS"
"CAMPANÁRIO","MINAS GERAIS"
"CAMPANHA","MINAS GERAIS"
"CAMPESTRE","MINAS GERAIS"
"CAMPINA VERDE","MINAS GERAIS"
"CAMPO AZUL","MINAS GERAIS"
"CAMPO BELO","MINAS GERAIS"
"CAMPO DO MEIO","MINAS GERAIS"
"CAMPO FLORIDO","MINAS GERAIS"
"CAMPOS ALTOS","MINAS GERAIS"
"CAMPOS GERAIS","MINAS GERAIS"
"CANA VERDE","MINAS GERAIS"
"CANAÃ","MINAS GERAIS"
"CANÁPOLIS","MINAS GERAIS"
"CANDEIAS","MINAS GERAIS"
"CANTAGALO","MINAS GERAIS"
"CAPARAÓ","MINAS GERAIS"
"CAPELA NOVA","MINAS GERAIS"
"CAPELINHA","MINAS GERAIS"
"CAPETINGA","MINAS GERAIS"
"CAPIM BRANCO","MINAS GERAIS"
"CAPINÓPOLIS","MINAS GERAIS"
"CAPITÃO ANDRADE","MINAS GERAIS"
"CAPITÃO ENÉAS","MINAS GERAIS"
"CAPITÓLIO","MINAS GERAIS"
"CAPUTIRA","MINAS GERAIS"
"CARAÍ","MINAS GERAIS"
"CARANAÍBA","MINAS GERAIS"
"CARANDAÍ","MINAS GERAIS"
"CARANGOLA","MINAS GERAIS"
"CARATINGA","MINAS GERAIS"
"CARBONITA","MINAS GERAIS"
"CAREAÇU","MINAS GERAIS"
"CARLOS CHAGAS","MINAS GERAIS"
"CARMÉSIA","MINAS GERAIS"
"CARMO DA CACHOEIRA","MINAS GERAIS"
"CARMO DA MATA","MINAS GERAIS"
"CARMO DE MINAS","MINAS GERAIS"
"CARMO DO CAJURU","MINAS GERAIS"
"CARMO DO PARANAÍBA","MINAS GERAIS"
"CARMO DO RIO CLARO","MINAS GERAIS"
"CARMÓPOLIS DE MINAS","MINAS GERAIS"
"CARNEIRINHO","MINAS GERAIS"
"CARRANCAS","MINAS GERAIS"
"CARVALHÓPOLIS","MINAS GERAIS"
"CARVALHOS","MINAS GERAIS"
"CASA GRANDE","MINAS GERAIS"
"CASCALHO RICO","MINAS GERAIS"
"CÁSSIA","MINAS GERAIS"
"CATAGUASES","MINAS GERAIS"
"CATAS ALTAS","MINAS GERAIS"
"CATAS ALTAS DA NORUEGA","MINAS GERAIS"
"CATUJI","MINAS GERAIS"
"CATUTI","MINAS GERAIS"
"CAXAMBU","MINAS GERAIS"
"CEDRO DO ABAETÉ","MINAS GERAIS"
"CENTRAL DE MINAS","MINAS GERAIS"
"CENTRALINA","MINAS GERAIS"
"CHÁCARA","MINAS GERAIS"
"CHALÉ","MINAS GERAIS"
"CHAPADA DO NORTE","MINAS GERAIS"
"CHAPADA GAÚCHA","MINAS GERAIS"
"CHIADOR","MINAS GERAIS"
"CIPOTÂNEA","MINAS GERAIS"
"CLARAVAL","MINAS GERAIS"
"CLARO DOS POÇÕES","MINAS GERAIS"
"CLÁUDIO","MINAS GERAIS"
"COIMBRA","MINAS GERAIS"
"COLUNA","MINAS GERAIS"
"COMENDADOR GOMES","MINAS GERAIS"
"COMERCINHO","MINAS GERAIS"
"CONCEIÇÃO DA APARECIDA","MINAS GERAIS"
"CONCEIÇÃO DA BARRA DE MINAS","MINAS GERAIS"
"CONCEIÇÃO DAS ALAGOAS","MINAS GERAIS"
"CONCEIÇÃO DAS PEDRAS","MINAS GERAIS"
"CONCEIÇÃO DE IPANEMA","MINAS GERAIS"
"CONCEIÇÃO DO MATO DENTRO","MINAS GERAIS"
"CONCEIÇÃO DO PARÁ","MINAS GERAIS"
"CONCEIÇÃO DO RIO VERDE","MINAS GERAIS"
"CONCEIÇÃO DOS OUROS","MINAS GERAIS"
"CÔNEGO MARINHO","MINAS GERAIS"
"CONFINS","MINAS GERAIS"
"CONGONHAL","MINAS GERAIS"
"CONGONHAS","MINAS GERAIS"
"CONGONHAS DO NORTE","MINAS GERAIS"
"CONQUISTA","MINAS GERAIS"
"CONSELHEIRO LAFAIETE","MINAS GERAIS"
"CONSELHEIRO PENA","MINAS GERAIS"
"CONSOLAÇÃO","MINAS GERAIS"
"CONTAGEM","MINAS GERAIS"
"COQUEIRAL","MINAS GERAIS"
"CORAÇÃO DE JESUS","MINAS GERAIS"
"CORDISBURGO","MINAS GERAIS"
"CORDISLÂNDIA","MINAS GERAIS"
"CORINTO","MINAS GERAIS"
"COROACI","MINAS GERAIS"
"COROMANDEL","MINAS GERAIS"
"CORONEL FABRICIANO","MINAS GERAIS"
"CORONEL MURTA","MINAS GERAIS"
"CORONEL PACHECO","MINAS GERAIS"
"CORONEL XAVIER CHAVES","MINAS GERAIS"
"CÓRREGO DANTA","MINAS GERAIS"
"CÓRREGO DO BOM JESUS","MINAS GERAIS"
"CÓRREGO FUNDO","MINAS GERAIS"
"CÓRREGO NOVO","MINAS GERAIS"
"COUTO DE MAGALHÃES DE MINAS","MINAS GERAIS"
"CRISÓLITA","MINAS GERAIS"
"CRISTAIS","MINAS GERAIS"
"CRISTÁLIA","MINAS GERAIS"
"CRISTIANO OTONI","MINAS GERAIS"
"CRISTINA","MINAS GERAIS"
"CRUCILÂNDIA","MINAS GERAIS"
"CRUZEIRO DA FORTALEZA","MINAS GERAIS"
"CRUZÍLIA","MINAS GERAIS"
"CUPARAQUE","MINAS GERAIS"
"CURRAL DE DENTRO","MINAS GERAIS"
"CURVELO","MINAS GERAIS"
"DATAS","MINAS GERAIS"
"DELFIM MOREIRA","MINAS GERAIS"
"DELFINÓPOLIS","MINAS GERAIS"
"DELTA","MINAS GERAIS"
"DESCOBERTO","MINAS GERAIS"
"DESTERRO DE ENTRE RIOS","MINAS GERAIS"
"DESTERRO DO MELO","MINAS GERAIS"
"DIAMANTINA","MINAS GERAIS"
"DIOGO DE VASCONCELOS","MINAS GERAIS"
"DIONÍSIO","MINAS GERAIS"
"DIVINÉSIA","MINAS GERAIS"
"DIVINO","MINAS GERAIS"
"DIVINO DAS LARANJEIRAS","MINAS GERAIS"
"DIVINOLÂNDIA DE MINAS","MINAS GERAIS"
"DIVINÓPOLIS","MINAS GERAIS"
"DIVISA ALEGRE","MINAS GERAIS"
"DIVISA NOVA","MINAS GERAIS"
"DIVISÓPOLIS","MINAS GERAIS"
"DOM BOSCO","MINAS GERAIS"
"DOM CAVATI","MINAS GERAIS"
"DOM JOAQUIM","MINAS GERAIS"
"DOM SILVÉRIO","MINAS GERAIS"
"DOM VIÇOSO","MINAS GERAIS"
"DONA EUZÉBIA","MINAS GERAIS"
"DORES DE CAMPOS","MINAS GERAIS"
"DORES DE GUANHÃES","MINAS GERAIS"
"DORES DO INDAIÁ","MINAS GERAIS"
"DORES DO TURVO","MINAS GERAIS"
"DORESÓPOLIS","MINAS GERAIS"
"DOURADOQUARA","MINAS GERAIS"
"DURANDÉ","MINAS GERAIS"
"ELÓI MENDES","MINAS GERAIS"
"ENGENHEIRO CALDAS","MINAS GERAIS"
"ENGENHEIRO NAVARRO","MINAS GERAIS"
"ENTRE FOLHAS","MINAS GERAIS"
"ENTRE RIOS DE MINAS","MINAS GERAIS"
"ERVÁLIA","MINAS GERAIS"
"ESMERALDAS","MINAS GERAIS"
"ESPERA FELIZ","MINAS GERAIS"
"ESPINOSA","MINAS GERAIS"
"ESPÍRITO SANTO DO DOURADO","MINAS GERAIS"
"ESTIVA","MINAS GERAIS"
"ESTRELA DALVA","MINAS GERAIS"
"ESTRELA DO INDAIÁ","MINAS GERAIS"
"ESTRELA DO SUL","MINAS GERAIS"
"EUGENÓPOLIS","MINAS GERAIS"
"EWBANK DA CÂMARA","MINAS GERAIS"
"EXTREMA","MINAS GERAIS"
"FAMA","MINAS GERAIS"
"FARIA LEMOS","MINAS GERAIS"
"FRANCISCÓPOLIS","MINAS GERAIS"
"FREI GASPAR","MINAS GERAIS"
"FREI INOCÊNCIO","MINAS GERAIS"
"FREI LAGONEGRO","MINAS GERAIS"
"FRONTEIRA","MINAS GERAIS"
"FRONTEIRA DOS VALES","MINAS GERAIS"
"FRUTA DE LEITE","MINAS GERAIS"
"FRUTAL","MINAS GERAIS"
"FUNILÂNDIA","MINAS GERAIS"
"GALILÉIA","MINAS GERAIS"
"GAMELEIRAS","MINAS GERAIS"
"GLAUCILÂNDIA","MINAS GERAIS"
"GOIABEIRA","MINAS GERAIS"
"GOIANÁ","MINAS GERAIS"
"GONÇALVES","MINAS GERAIS"
"GONZAGA","MINAS GERAIS"
"GOUVEIA","MINAS GERAIS"
"GOVERNADOR VALADARES","MINAS GERAIS"
"GRÃO MOGOL","MINAS GERAIS"
"GRUPIARA","MINAS GERAIS"
"GUANHÃES","MINAS GERAIS"
"GUAPÉ","MINAS GERAIS"
"GUARACIABA","MINAS GERAIS"
"GUARACIAMA","MINAS GERAIS"
"GUARANÉSIA","MINAS GERAIS"
"GUARANI","MINAS GERAIS"
"GUARARÁ","MINAS GERAIS"
"GUARDA-MOR","MINAS GERAIS"
"GUAXUPÉ","MINAS GERAIS"
"GUIDOVAL","MINAS GERAIS"
"GUIMARÂNIA","MINAS GERAIS"
